S/N,Level,Type,Part No,Part Rev,Part Status,Latest,Nomenclature,Drawing Sheets,Instance ID,Instance ID 총수량(D/L DB),Instance ID 총수량(ALL DB),Qty,NextPart
29130,7,General,85PF5541-201,-,Release,T,"TUBE,ASSY OF",,85PF5541-001,,2.0,1.0,E6PF5501-201
29134,7,General,85PF5541-211,-,Release,T,"TUBE,ASSY OF",,85PF5541-011,,2.0,1.0,E6PF5501-201
29138,7,General,85PF5541-221,-,Release,T,"TUBE,ASSY OF",,85PF5541-021,,2.0,1.0,E6PF5501-201
29142,7,General,85PF5541-231,-,Release,T,"TUBE,ASSY OF",,85PF5541-031,,2.0,1.0,E6PF5501-201
29146,7,General,85PF5541-241,-,Release,T,"TUBE,ASSY OF",,85PF5541-041,,2.0,1.0,E6PF5501-201
29150,7,General,85PF5551-201,-,Release,T,"TUBE,ASSY OF",,85PF5551-001,,2.0,1.0,E6PF5501-201
29154,7,General,85PF5551-211,-,Release,T,"TUBE,ASSY OF",,85PF5551-011,,2.0,1.0,E6PF5501-201
29158,7,General,85PF9641-203,A,Release,T,SPOOL,,85PF9641-003,,4.0,2.0,E6PF5501-201
29160,7,General,85PF9745-203,-,Release,T,TEE,,85PF9745-003,,3.0,1.0,E6PF5501-201
29162,7,General,85PF9745-205,-,Release,T,TEE,,85PF9745-005,,3.0,1.0,E6PF5501-201
29164,7,Material,85TB5269-1-25.-.NA,-,Release,T,TAPE,,,,,9999.0,E6PF5501-201
29165,7,Material,85TB5393-1.-.NA,-,Release,T,TAPE,,,,,9999.0,E6PF5501-201
29166,7,Standard,85TP1006-47,-,Release,T,BRACKET,,,,,1.0,E6PF5501-201
29167,7,Standard,85TV1035-11,-,Release,T,SEAL,,,,,2.0,E6PF5501-201
29168,7,Standard,85TV1121F1A8,-,Release,T,VALVE,,,,,1.0,E6PF5501-201
29169,7,Standard,85TV1121F3A6,-,Release,T,VALVE,,,,,2.0,E6PF5501-201
29170,7,Standard,85TV1121F3A8,-,Release,T,VALVE,,,,,1.0,E6PF5501-201
29171,7,Standard,85TV1148-3,-,Release,T,SEAL,,,,,8.0,E6PF5501-201
29172,7,Commercial,85VP001604-029,A,Release,T,TANK UNIT,,85VP001604-009,,3.0,1.0,E6PF5501-201
29173,7,Commercial,85VP001604-033,A,Release,T,TANK UNIT,,85VP001604-013,,3.0,1.0,E6PF5501-201
29174,7,Commercial,85VP8008-013,B,Release,T,SWITCH,1,85VP8008-003,,5.0,1.0,E6PF5501-201
29175,7,Commercial,85VP8009-013,C,Release,T,VALVE,2,85VP8009-003,,7.0,2.0,E6PF5501-201
29176,7,Commercial,85VP8010-013,C,Release,T,VALVE,2,85VP8010-003,,7.0,1.0,E6PF5501-201
29177,7,Commercial,85VP8034-013,C,Release,T,PUMP,3,85VP8034-003,,5.0,2.0,E6PF5501-201
29178,7,Standard,AN924-10D,-,Release,T,NUT,,,,,1.0,E6PF5501-201
29179,7,Standard,AN924-12D,-,Release,T,NUT,,,,,1.0,E6PF5501-201
29180,7,Standard,AN924-4D,-,Release,T,NUT,,,,,4.0,E6PF5501-201
29181,7,Standard,AN924-8D,-,Release,T,NUT,,,,,2.0,E6PF5501-201
29182,7,Standard,AS1035D060608,-,Release,T,TEE,,,,,1.0,E6PF5501-201
29183,7,Standard,AS1035D080808,-,Release,T,TEE,,,,,2.0,E6PF5501-201
29184,7,Standard,AS1035W080812,-,Release,T,TEE,,,,,1.0,E6PF5501-201
29185,7,Standard,AS1038D0404,-,Release,T,ELBOW,,,,,2.0,E6PF5501-201
29186,7,Standard,AS1040D0404,-,Release,T,ELBOW,,,,,1.0,E6PF5501-201
29187,7,Standard,AS1652A08,-,Release,T,COUPLING,,,,,4.0,E6PF5501-201
29188,7,Standard,AS1652A12,-,Release,T,COUPLING,,,,,11.0,E6PF5501-201
29189,7,Standard,AS1652A16,-,Release,T,COUPLING,,,,,3.0,E6PF5501-201
29190,7,Standard,AS4407W0404,-,Release,T,ELBOW,,,,,4.0,E6PF5501-201
29191,7,Standard,AS4407W0606,-,Release,T,ELBOW,,,,,1.0,E6PF5501-201
29192,7,Standard,AS4407W0808,-,Release,T,ELBOW,,,,,3.0,E6PF5501-201
29193,7,Standard,AS4409W0808,-,Release,T,ELBOW,,,,,1.0,E6PF5501-201
29194,7,Standard,AS5174D0404,-,Release,T,UNION,,,,,15.0,E6PF5501-201
29195,7,Standard,AS5174D0808,-,Release,T,UNION,,,,,7.0,E6PF5501-201
29196,7,Standard,AS5406D04,-,Release,T,UNION,,,,,1.0,E6PF5501-201
29197,7,Standard,AS5406D12,-,Release,T,UNION,,,,,1.0,E6PF5501-201
29198,7,General,E6PF5510-291,A,Release,T,"TUBE,FUEL-PILOT,AIR REFUEL,F5 TANK,ASSY OF",1,E6PF5510-291,,2.0,1.0,E6PF5501-201
29203,7,General,E6PF5530-501,-,Release,T,"TUBE,FUEL-VENT,AERIAL REFUEL,F5 TANK,ASSY OF",1,E6PF5530-501,,1.0,1.0,E6PF5501-201
29208,7,General,E6PF5530-511,-,Release,T,"TUBE,FUEL-VENT,AERIAL REFUEL,F5 TANK,ASSY OF",1,E6PF5530-511,,1.0,1.0,E6PF5501-201
29213,7,General,E6PF5530-521,-,Release,T,"TUBE,FUEL-VENT,AERIAL REFUEL,F5 TANK,ASSY OF",1,E6PF5530-521,,1.0,1.0,E6PF5501-201
29218,7,General,E6PF5531-231,-,Release,T,"TUBE,HOT FUEL & APU-FUEL,F5 TANK,ASSY OF",1,85PF5531-231,,1.0,1.0,E6PF5501-201
29223,7,General,E6PF5531-241,-,Release,T,"TUBE,HOT FUEL & APU-FUEL,F5 TANK,ASSY OF",1,85PF5531-241,,1.0,1.0,E6PF5501-201
29229,7,General,E6PF5531-251,-,Release,T,"TUBE,HOT FUEL & APU-FUEL,F5 TANK,ASSY OF",1,85PF5531-251,,1.0,1.0,E6PF5501-201
29234,7,General,E6PF5540-231,-,Release,T,"TUBE,HOT FUEL RETURN-FUEL,F5 TANK,ASSY OF",1,85PF5540-231,,1.0,1.0,E6PF5501-201
29239,7,General,E6PF9723-201,-,Release,T,"FITTING,FUEL-PILOT SENSE,ASSY OF",1,E6PF9723-201,,1.0,1.0,E6PF5501-201
29243,7,Standard,E6TV0009-2,-,Release,T,SEAL,,,,,1.0,E6PF5501-201
29244,7,Material,FMS-1044-TYV.-.NA,A,Release,T,SEALANT,,,,,9999.0,E6PF5501-201
29245,7,Material,MS20995C20.-.W,-,Release,T,LOCKWIRE,,,,,9999.0,E6PF5501-201
29246,7,Standard,MS21043-3,-,Release,T,NUT,,,,,17.0,E6PF5501-201
29247,7,Material,MS21266-3T.-.NA,-,Release,T,GROMMET,,,,,9999.0,E6PF5501-201
29248,7,Standard,MS21919WCH4,-,Release,T,CLAMP,,,,,4.0,E6PF5501-201
29249,7,Standard,MS21919WDF12,-,Release,T,CLAMP,,,,,8.0,E6PF5501-201
29250,7,Standard,MS21919WDF16,-,Release,T,CLAMP,,,,,3.0,E6PF5501-201
29251,7,Standard,MS21919WDF28,-,Release,T,CLAMP,,,,,1.0,E6PF5501-201
29252,7,Standard,MS21919WDF32,-,Release,T,CLAMP,,,,,2.0,E6PF5501-201
29253,7,Standard,MS21919WDF4,-,Release,T,CLAMP,,,,,12.0,E6PF5501-201
29254,7,Standard,MS21919WDF6,-,Release,T,CLAMP,,,,,6.0,E6PF5501-201
29255,7,Standard,MS21919WDF8,-,Release,T,CLAMP,,,,,12.0,E6PF5501-201
29256,7,Standard,MS24398D10-8,-,Release,T,ADAPTER,,,,,2.0,E6PF5501-201
29257,7,Standard,MS35219-54,-,Release,T,SCREW,,,,,1.0,E6PF5501-201
29258,7,Standard,MS9966-04,-,Release,T,PACKING,,,,,3.0,E6PF5501-201
29259,7,Standard,MS9966-06,-,Release,T,PACKING,,,,,2.0,E6PF5501-201
29260,7,Standard,MS9966-08,-,Release,T,PACKING,,,,,3.0,E6PF5501-201
29261,7,Standard,MS9966-10,-,Release,T,PACKING,,,,,2.0,E6PF5501-201
29262,7,Standard,MS9967-014,-,Release,T,PACKING,,,,,1.0,E6PF5501-201
29263,7,Standard,MS9967-015,-,Release,T,PACKING,,,,,8.0,E6PF5501-201
29264,7,Standard,MS9967-027,-,Release,T,PACKING,,,,,1.0,E6PF5501-201
29265,7,Standard,MS9967-117,-,Release,T,PACKING,,,,,26.0,E6PF5501-201
29266,7,Standard,MS9967-214,-,Release,T,PACKING,,,,,6.0,E6PF5501-201
29267,7,Standard,MS9967-220,-,Release,T,PACKING,,,,,2.0,E6PF5501-201
29268,7,Standard,NAS1149D0316J,-,Release,T,WASHER,,,,,4.0,E6PF5501-201
29269,7,Standard,NAS1149D0332J,-,Release,T,WASHER,,,,,31.0,E6PF5501-201
29270,7,Standard,NAS1149D0732J,-,Release,T,WASHER,,,,,1.0,E6PF5501-201
29271,7,Standard,NAS1149D1232J,-,Release,T,WASHER,,,,,2.0,E6PF5501-201
29272,7,Standard,NAS43DD3-20N,-,Release,T,SPACER,,,,,1.0,E6PF5501-201
29273,7,Standard,NAS6203-2,-,Release,T,BOLT,,,,,29.0,E6PF5501-201
29274,7,Standard,NAS6203-3,-,Release,T,BOLT,,,,,17.0,E6PF5501-201
29275,7,Standard,NAS6203-5,-,Release,T,BOLT,,,,,4.0,E6PF5501-201
29276,7,Standard,NAS6203-6,-,Release,T,BOLT,,,,,4.0,E6PF5501-201
29277,7,Standard,NAS6203-7,-,Release,T,BOLT,,,,,9.0,E6PF5501-201
29279,7,Material,85TB5026-16-1.-.NA,-,Release,T,RETAINING COMPOUND,,,,,9999.0,E6PF5600-501
29280,7,Material,85TB5269-1-25.-.NA,-,Release,T,TAPE,,,,,9999.0,E6PF5600-501
29281,7,Material,85TB5393-1.-.NA,-,Release,T,TAPE,,,,,9999.0,E6PF5600-501
29282,7,Standard,85TV0163-32A,-,Release,T,COUPLING,,,,,1.0,E6PF5600-501
29283,7,Standard,85TV1031D32T,-,Release,T,CLAMP,,,,,3.0,E6PF5600-501
29284,7,Standard,85TV1121F4A8,-,Release,T,VALVE,,,,,1.0,E6PF5600-501
29285,7,Standard,AS1652A32,-,Release,T,COUPLING,,,,,3.0,E6PF5600-501
29286,7,Standard,AS4407W0404,-,Release,T,ELBOW,,,,,2.0,E6PF5600-501
29287,7,Standard,AS4407W0808,-,Release,T,ELBOW,,,,,2.0,E6PF5600-501
29288,7,Standard,AS5174D0404,-,Release,T,UNION,,,,,1.0,E6PF5600-501
29289,7,General,E6PF5610-501,-,Release,T,"TUBE,FUEL-PILOT,AIR REFUEL,DORSAL FAIRING,ASSY OF",1,E6PF5610-501,,1.0,1.0,E6PF5600-501
29298,7,General,E6PF5630-501,-,Release,T,"TUBE,AIR-VENT,AIR REFUEL,DORSAL FAIRING,ASSY OF",1,E6PF5630-501,,1.0,1.0,E6PF5600-501
29307,7,General,E6PF5680-501,-,Release,T,"TUBE,FUEL-AIR REFUEL,DORSAL FAIRING,ASSY OF",1,E6PF5680-501,,1.0,1.0,E6PF5600-501
29316,7,General,E6PF5680-511,-,Release,T,"TUBE,FUEL-AIR REFUEL,DORSAL FAIRING,ASSY OF",1,E6PF5680-511,,1.0,1.0,E6PF5600-501
29327,7,General,E6PF5680-521,-,Release,T,"TUBE,FUEL-AIR REFUEL,DORSAL FAIRING,ASSY OF",1,E6PF5680-521,,1.0,1.0,E6PF5600-501
29333,7,General,E6VP8023-013,-,Release,T,"FLAME ARRESTOR, 2.0 INCH DIA",1,E6VP8023-013,,1.0,1.0,E6PF5600-501
29334,7,Standard,M25988/1-032,-,Release,T,PACKING,,,,,1.0,E6PF5600-501
29335,7,Standard,MS9966-04,-,Release,T,PACKING,,,,,1.0,E6PF5600-501
29336,7,Standard,MS9966-08,-,Release,T,PACKING,,,,,1.0,E6PF5600-501
29337,7,Standard,MS9967-226,-,Release,T,PACKING,,,,,7.0,E6PF5600-501
29338,7,Standard,NAS1149D0316J,-,Release,T,WASHER,,,,,6.0,E6PF5600-501
29339,7,Standard,NAS6203-3,-,Release,T,BOLT,,,,,6.0,E6PF5600-501
29340,7,Standard,NAS6203-8,-,Release,T,BOLT,,,,,6.0,E6PF5600-501
29342,7,General,85B5021-601,-,Release,T,FUSELAGE SECTION,10,85B5021-501,,2.0,1.0,E7B5015-111
29347,7,General,85B5300-611,B,Release,T,SKIN INSTL,3,85B5300-611,,3.0,1.0,E7B5015-111
29445,7,General,85B5301-611,B,Release,T,SKIN INSTL,3,85B5301-611,,3.0,1.0,E7B5015-111
29537,7,General,85B5303-631,A,Release,T,SKIN INSTL,2,85B5303-631,,2.0,1.0,E7B5015-111
29606,7,General,85B5306-111,A,Release,T,SKIN INSTL,,85B5306-101,,4.0,1.0,E7B5015-111
29640,7,General,85B5349-121,A,Release,T,COVER INSTL,,85B5349-101,,5.0,1.0,E7B5015-111
29660,7,General,85B5349-131,A,Release,T,COVER INSTL,,85B5349-111,,5.0,1.0,E7B5015-111
29680,7,General,85B5355-121,-,Release,T,COVER INSTL,1,85B5355-111,,2.0,1.0,E7B5015-111
29700,7,General,85B5355-122,-,Release,T,COVER INSTL,1,85B5355-112,,2.0,1.0,E7B5015-111
29720,7,General,85B5515-111,B,Release,T,COVER INSTL,,85B5515-101,,8.0,1.0,E7B5015-111
29742,7,General,85B5515-112,B,Release,T,COVER INSTL,,85B5515-102,,8.0,1.0,E7B5015-111
29764,7,General,85B5516-201,C,Release,T,"SKIN INSTL, TURTLE DECK- FS 266.00 TO FS 348.13",2,85B5516-201,,1.0,1.0,E7B5015-111
29819,7,General,85B5765-131,A,Release,T,APU FIRE WALL INSTL,,85B5765-101,,6.0,1.0,E7B5015-111
29838,7,General,85B5850-611,-,Release,T,SUPPORT INSTL,2,85B5850-101,,8.0,1.0,E7B5015-111
29872,7,General,85B5850-612,-,Release,T,SUPPORT INSTL,,85B5850-102,,8.0,1.0,E7B5015-111
29906,7,General,85D5160-701,B,Release,T,BRACKET INSTL,,85D5120-101,,32.0,1.0,E7B5015-111
29918,7,General,85D5260-701,-,Release,T,BRACKET INSTL,,85D5220-101,,18.0,1.0,E7B5015-111
29926,7,General,85D5460-701,A,Release,T,BRACKET INSTL,,85D5420-101,,13.0,1.0,E7B5015-111
29934,7,General,85D5660-701,B,Release,T,BRACKET INSTL,,85D5620-101,,24.0,1.0,E7B5015-111
29941,7,General,85E5120-221,A,Release,T,SPRT INSTL,,85E5120-101,,14.0,1.0,E7B5015-111
29959,7,General,85E5700-701,-,Release,T,ADAPTER INSTL,,85E5700-101,,2.0,1.0,E7B5015-111
29964,7,General,85E5700-702,-,Release,T,ADAPTER INSTL,,85E5700-102,,2.0,1.0,E7B5015-111
29969,7,General,85H5502-971,-,Release,T,"BRACKET, MOUNTING, INSTL.",1,85H5502-701,,1.0,1.0,E7B5015-111
30018,7,General,85H5802-801,-,Release,T,BRACKET INSTL,,85H5401-111,,21.0,1.0,E7B5015-111
30032,7,General,85L5240-301,-,Release,T,TUBE BRKT INSTL,,85L5200-101,,40.0,1.0,E7B5015-111
30038,7,General,85P5160-101,A,Release,T,ENG SUB SYS INSTL,,85P5100-101,,6.0,1.0,E7B5015-111
30047,7,General,85P5253-101,-,Release,T,BRACKET INSTL,,85P5210-101,,18.0,1.0,E7B5015-111
30053,7,General,85P5353-101,A,Release,T,BRACKET INSTL,1,85P5310-101,,20.0,1.0,E7B5015-111
30058,7,General,85P5451-501,-,Release,T,SCOOP INSTL,,85P5451-101,,2.0,1.0,E7B5015-111
30079,7,General,85P5790-101,B,Release,T,BRACKET INSTL,,85P5560-101,,10.0,1.0,E7B5015-111
30102,7,General,85S5300-401,A,Release,T,SUPPORT INSTL,,85S5300-101,,5.0,1.0,E7B5015-111
30116,7,General,E6B5020-001,-,Release,T,"FUSELAGE ASSY,CENTER-FS 244.30 TO 374.50",9,85B5020-661,,4.0,1.0,E7B5015-111
30277,7,General,E6B5302-101,-,Release,T,"SKIN INSTL, UPR - FS 266.00 TO 330.90, MID",2,85B5302-621,,3.0,1.0,E7B5015-111
30330,7,General,E6D5520-201,-,Release,T,"BRACKET, MOUNTING, INSTL",3,85D5520-601,,4.0,1.0,E7B5015-111
30339,7,General,E6H5602-801,A,Release,T,"BRACKET INSTL,HYDRAULIC-WBS1132,FUEL TANK",2,85H5200-101,,7.0,1.0,E7B5015-111
30407,7,General,E6PF5012-201,A,Release,T,FUEL SYSTEM INSTL-FS 244.30 TO FS 374.50,6,85PF5012-101,,23.0,1.0,E7B5015-111
30565,7,SWBS,E7B5050-111,-,Release,T,FUSELAGE SECTION,,E6B5050-211,,1.0,1.0,E7B5015-111
33308,7,SWBS,E7B5070-111,-,Release,T,FUSELAGE SECTION,1,E6B5070-211,,1.0,1.0,E7B5015-111
34384,7,General,85B6751-611,-,Release,T,DOOR ASSY,1,85B6751-051,,15.0,1.0,85B6750-621
34391,7,General,85B6752-621,-,Release,T,"DOOR, ASSY",1,85B6752-051,,14.0,1.0,85B6750-621
34399,7,General,85B6753-251,-,Release,T,FAIRING ASSY,,85B6753-051,,1.0,1.0,85B6750-621
34404,7,General,85B6761-251,-,Release,T,LINK ASSY,,85B6761-051,,1.0,2.0,85B6750-621
34411,7,General,85B6766-053,-,Release,T,PIN,,85B6766-003,,3.0,2.0,85B6750-621
34413,7,General,85B6768-053,-,Release,T,PIN,,85B6768-003,,3.0,2.0,85B6750-621
34415,7,General,85B6769-053,-,Release,T,PIN,,85B6769-003,,3.0,4.0,85B6750-621
34417,7,General,85B6771-251,-,Release,T,CLOSURE SEAL ASSY,,85B6771-051,,1.0,2.0,85B6750-621
34425,7,General,85B6775-251,-,Release,T,HINGE ASSY,,85B6775-051,,1.0,1.0,85B6750-621
34429,7,General,85B6781-253,-,Release,T,CAM,,85B6781-053,,1.0,1.0,85B6750-621
34431,7,General,85B6783-611,-,Release,T,"COVER, ASSY OF",1,85B6783-611,,1.0,2.0,85B6750-621
34436,7,General,85B6784-053,-,Release,T,LINK,,85B6784-003,,3.0,2.0,85B6750-621
34438,7,General,85B6785-253,A,Release,T,RETAINER,,85B6785-053,,2.0,1.0,85B6750-621
34440,7,General,85B6791-053,-,Release,T,SHIM,,85B6791-003,,2.0,2.0,85B6750-621
34442,7,General,85M0217-007,-,Release,T,PAD,,85M0217-007,,1.0,2.0,85B6750-621
34444,7,Material,85TB0103A062.-.NA,-,Release,T,SHIM STOCK,,,,,9999.0,85B6750-621
34445,7,Standard,85TP1007B39-01,-,Release,T,WASHER,,,,,14.0,85B6750-621
34446,7,Standard,AN310-4,-,Release,T,NUT,,,,,1.0,85B6750-621
34447,7,Material,FMS-1044-TYV.-.NA,A,Release,T,SEALANT,,,,,9999.0,85B6750-621
34448,7,Standard,M81935/1-5K,-,Release,T,BEARING,,,,,1.0,85B6750-621
34449,7,Standard,M81935/5-5K,-,Release,T,BEARING,,,,,1.0,85B6750-621
34450,7,Standard,M83413/8-A004BB,-,Release,T,JUMPER ASSY,,,,,2.0,85B6750-621
34451,7,Material,MIL-G-21164.-.NA,A,Release,T,GREASE,,,,,9999.0,85B6750-621
34452,7,Material,MIL-PRF-7808.-.NA,-,Release,T,LUBRICATING OIL,,,,,9999.0,85B6750-621
34453,7,Standard,MS20392-1C19,-,Release,T,PIN,,,,,4.0,85B6750-621
34454,7,Standard,MS20392-3C81,-,Release,T,PIN,,,,,1.0,85B6750-621
34455,7,Standard,MS20392-4C29,-,Release,T,PIN,,,,,1.0,85B6750-621
34456,7,Standard,MS20392-4C33,-,Release,T,PIN,,,,,1.0,85B6750-621
34457,7,Standard,MS21042L3,-,Release,T,NUT,,,,,14.0,85B6750-621
34458,7,Standard,MS21042L4,-,Release,T,NUT,,,,,2.0,85B6750-621
34459,7,Standard,MS24665-151,-,Release,T,PIN,,,,,1.0,85B6750-621
34460,7,Standard,MS24665-298,-,Release,T,PIN,,,,,2.0,85B6750-621
34461,7,Standard,MS24665-82,-,Release,T,PIN,,,,,4.0,85B6750-621
34462,7,Standard,MS24665-86,-,Release,T,PIN,,,,,1.0,85B6750-621
34463,7,Standard,MS35219-58,-,Release,T,SCREW,,,,,2.0,85B6750-621
34464,7,Standard,MS35338-43,-,Release,T,WASHER,,,,,4.0,85B6750-621
34465,7,Standard,NAS1102-3-10,-,Release,T,SCREW,,,,,4.0,85B6750-621
34466,7,Standard,NAS1149D0363H,-,Release,T,WASHER,,,,,6.0,85B6750-621
34467,7,Standard,NAS1149F0332P,-,Release,T,WASHER,,,,,6.0,85B6750-621
34469,7,Standard,NAS1149F0432P,-,Release,T,WASHER,,,,,1.0,85B6750-621
34470,7,Standard,NAS1149F0532P,-,Release,T,WASHER,,,,,4.0,85B6750-621
34471,7,Standard,NAS1189-4T10K,-,Release,T,SCREW,,,,,2.0,85B6750-621
34472,7,Standard,NAS1578A4T20,-,Release,T,BOLT,,,,,2.0,85B6750-621
34473,7,Standard,NAS1581F3T3,-,Release,T,BOLT,,,,,2.0,85B6750-621
34474,7,Standard,NAS1581F3T6,-,Release,T,BOLT,,,,,1.0,85B6750-621
34475,7,Standard,NAS1581F3T7,-,Release,T,BOLT,,,,,2.0,85B6750-621
34476,7,Standard,NAS4452S06-08,-,Release,T,PIN,,,,,4.0,85B6750-621
34477,7,Standard,NAS620-5,-,Release,T,WASHER,,,,,8.0,85B6750-621
34478,7,Standard,NAS6203-5,-,Release,T,BOLT,,,,,1.0,85B6750-621
34479,7,Standard,NAS6204-58D,-,Release,T,BOLT,,,,,1.0,85B6750-621
34481,7,General,85B6751-612,-,Release,T,DOOR ASSY,1,85B6751-052,,15.0,1.0,85B6750-622
34488,7,General,85B6752-622,-,Release,T,"DOOR,ASSY",1,85B6752-052,,14.0,1.0,85B6750-622
34496,7,General,85B6753-252,-,Release,T,FAIRING ASSY,,85B6753-052,,1.0,1.0,85B6750-622
34501,7,General,85B6761-251,-,Release,T,LINK ASSY,,85B6761-051,,1.0,2.0,85B6750-622
34508,7,General,85B6766-053,-,Release,T,PIN,,85B6766-003,,3.0,2.0,85B6750-622
34510,7,General,85B6768-053,-,Release,T,PIN,,85B6768-003,,3.0,2.0,85B6750-622
34512,7,General,85B6769-053,-,Release,T,PIN,,85B6769-003,,3.0,4.0,85B6750-622
34514,7,General,85B6771-251,-,Release,T,CLOSURE SEAL ASSY,,85B6771-051,,1.0,2.0,85B6750-622
34522,7,General,85B6775-252,-,Release,T,HINGE ASSY,,85B6775-052,,1.0,1.0,85B6750-622
34526,7,General,85B6781-254,-,Release,T,CAM,,85B6781-054,,1.0,1.0,85B6750-622
34528,7,General,85B6783-611,-,Release,T,"COVER, ASSY OF",1,85B6783-611,,1.0,2.0,85B6750-622
34533,7,General,85B6784-053,-,Release,T,LINK,,85B6784-003,,3.0,2.0,85B6750-622
34535,7,General,85B6785-253,A,Release,T,RETAINER,,85B6785-053,,2.0,1.0,85B6750-622
34537,7,General,85B6791-053,-,Release,T,SHIM,,85B6791-003,,2.0,2.0,85B6750-622
34539,7,General,85M0217-007,-,Release,T,PAD,,85M0217-007,,1.0,2.0,85B6750-622
34541,7,Material,85TB0103A062.-.NA,-,Release,T,SHIM STOCK,,,,,9999.0,85B6750-622
34542,7,Standard,85TP1007B39-01,-,Release,T,WASHER,,,,,14.0,85B6750-622
34543,7,Standard,AN310-4,-,Release,T,NUT,,,,,1.0,85B6750-622
34544,7,Material,FMS-1044-TYV.-.NA,A,Release,T,SEALANT,,,,,9999.0,85B6750-622
34545,7,Standard,M81935/1-5K,-,Release,T,BEARING,,,,,1.0,85B6750-622
34546,7,Standard,M81935/5-5K,-,Release,T,BEARING,,,,,1.0,85B6750-622
34547,7,Standard,M83413/8-A004BB,-,Release,T,JUMPER ASSY,,,,,2.0,85B6750-622
34548,7,Material,MIL-G-21164.-.NA,A,Release,T,GREASE,,,,,9999.0,85B6750-622
34549,7,Material,MIL-PRF-7808.-.NA,-,Release,T,LUBRICATING OIL,,,,,9999.0,85B6750-622
34550,7,Standard,MS20392-1C19,-,Release,T,PIN,,,,,4.0,85B6750-622
34551,7,Standard,MS20392-3C81,-,Release,T,PIN,,,,,1.0,85B6750-622
34552,7,Standard,MS20392-4C29,-,Release,T,PIN,,,,,1.0,85B6750-622
34553,7,Standard,MS20392-4C33,-,Release,T,PIN,,,,,1.0,85B6750-622
34554,7,Standard,MS21042L3,-,Release,T,NUT,,,,,14.0,85B6750-622
34555,7,Standard,MS21042L4,-,Release,T,NUT,,,,,2.0,85B6750-622
34556,7,Standard,MS24665-151,-,Release,T,PIN,,,,,1.0,85B6750-622
34557,7,Standard,MS24665-298,-,Release,T,PIN,,,,,2.0,85B6750-622
34558,7,Standard,MS24665-82,-,Release,T,PIN,,,,,4.0,85B6750-622
34559,7,Standard,MS24665-86,-,Release,T,PIN,,,,,1.0,85B6750-622
34560,7,Standard,MS35219-58,-,Release,T,SCREW,,,,,2.0,85B6750-622
34561,7,Standard,MS35338-43,-,Release,T,WASHER,,,,,4.0,85B6750-622
34562,7,Standard,NAS1102-3-10,-,Release,T,SCREW,,,,,4.0,85B6750-622
34563,7,Standard,NAS1149D0363H,-,Release,T,WASHER,,,,,6.0,85B6750-622
34564,7,Standard,NAS1149F0332P,-,Release,T,WASHER,,,,,6.0,85B6750-622
34566,7,Standard,NAS1149F0432P,-,Release,T,WASHER,,,,,1.0,85B6750-622
34567,7,Standard,NAS1149F0532P,-,Release,T,WASHER,,,,,4.0,85B6750-622
34568,7,Standard,NAS1189-4T10K,-,Release,T,SCREW,,,,,2.0,85B6750-622
34569,7,Standard,NAS1578A4T20,-,Release,T,BOLT,,,,,2.0,85B6750-622
34570,7,Standard,NAS1581F3T3,-,Release,T,BOLT,,,,,2.0,85B6750-622
34571,7,Standard,NAS1581F3T6,-,Release,T,BOLT,,,,,1.0,85B6750-622
34572,7,Standard,NAS1581F3T7,-,Release,T,BOLT,,,,,2.0,85B6750-622
34573,7,Standard,NAS4452S06-08,-,Release,T,PIN,,,,,4.0,85B6750-622
34574,7,Standard,NAS620-5,-,Release,T,WASHER,,,,,8.0,85B6750-622
34575,7,Standard,NAS6203-5,-,Release,T,BOLT,,,,,1.0,85B6750-622
34576,7,Standard,NAS6204-58D,-,Release,T,BOLT,,,,,1.0,85B6750-622
34578,7,Commercial,85VE8018-673,A,Release,T,LIGHT,2,85VE8018-673,,2.0,1.0,85E6610-601
34579,7,Material,FMS-1044-TYV.-.NA,A,Release,T,SEALANT,,,,,9999.0,85E6610-601
34580,7,Standard,NAS1580C3T4,-,Release,T,BOLT,,,,,14.0,85E6610-601
34582,7,Commercial,85VE8018-674,A,Release,T,LIGHT,2,85VE8018-674,,2.0,1.0,85E6610-602
34583,7,Material,FMS-1044-TYV.-.NA,A,Release,T,SEALANT,,,,,9999.0,85E6610-602
34584,7,Standard,NAS1580C3T4,-,Release,T,BOLT,,,,,14.0,85E6610-602
34586,7,General,85H6532-073,-,Release,T,FITTING,,85H6180-003,,2.0,2.0,85H6500-101
34588,7,General,85N6003-013,-,Release,T,PLATE,,85N6003-003,,2.0,1.0,85H6500-101
34590,7,Material,85TB0103A032.-.NA,-,Release,T,SHIM STOCK,,,,,9999.0,85H6500-101
34591,7,Material,85TB5269-1-25.-.NA,-,Release,T,TAPE,,,,,9999.0,85H6500-101
34592,7,Material,85TB5393-1.-.NA,-,Release,T,TAPE,,,,,9999.0,85H6500-101
34593,7,Commercial,85VH8010-013,C,Release,T,"GAGE ASSY,PNEUMATIC",1,85VH8010-003,,5.0,2.0,85H6500-101
34594,7,Commercial,85VH8039-003,C,Release,T,"MANIFOLD,HYDRAULIC-FLIGHT CONTROL ACCUMULATOR CHARGING",1,85VH8039-003,,4.0,1.0,85H6500-101
34595,7,Standard,AS1986-04,-,Release,T,ADAPTER,,,,,2.0,85H6500-101
